content,Class
FUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFF,Abusive
"BULLSHIT Bullshit 
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHI",Abusive
This guy is a Bitch and needs to SUCK a DICK!,Abusive
Then you need to get laid in the ass badly so you're not such a cunt like this tommorrow 142.163.116.73,Abusive
"BULLSHIT Bullshit 
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit
BULLSHIT Bullshit",Abusive
THE REVERTINGS IS A BROKEN!!  THE VANDALISMS ARE LEGITIMATES AND THIS HOOR BOT MAKES THE REVERTINGS!!  BOWL OVER YOU FUCKING HEADS!!,Abusive
"I have a valid reason, stop being a bitch.",Abusive
i want my fucking account back this instance because someone reverted my edits at the 4 train article due to two nearly identical photos even though the b and l train articles have that too and also because of that fucking kew gardens and everyone else who won't listen to me and change the edits back to the way they were i explain quite clearly so give me my fucking account back so i can teach the person who reverted the 4 train image a good lesson,Abusive
"""

 On shooting yourself in the foot 

I see on your user page you whine about confronting supposed """"homophobia and transphobia"""". Consider the possibility that what you're actually confronting is the consequences of your own jerkish behavior. It's nice that you decided to initiate a discussion thread about an important, substantive matter, but when you needlessly title it with an accusation about another user, you bring discredit only to yourself. If you had cared to look at the article's Talk archives as I'd suggested, you would have found that I am one of the editors who has made sureagainst some dedicated oppositionthat the article has contained more than a single, brief sentence on same-sex marriage. In other words, you might have figured out that that I was your potential ally in the current debate. But, you decided to pursue things in a fashion which I gather is customary for you. Very well then. Piss off, jerk. Whine about that.   """,Abusive
"Bitch, fall into a damn river and drown! (",Abusive
"You DumbASz Liberals ==

Think it's encyclopedic-worthy to DEFEND Warren with findings of Warren-selected focus group of TWELVE F-CKING PEOPLE???
I can barely type this I'm laughing my ASz off so much at how BLINDED you are to
your own biases and what a LAUGHINGSTOCK you've made of Wiki. A good idea whose
time has been DESTROYED by you AARP-aged anal retentives that think you found your Bunker Hill here at Wikipedia! LOL!!

==",Abusive
THAT'S RIGHT - LISTEN UP ASSHOLE !!!,Abusive
"\
NO NOT LONDON RETARD WTHER ANYWHERE CITY OR CARCER CITY STOP BEING A DEE DEE DEE PREP BOY AND STOP CALLING ME A DISH WASHER OR ILL JUMP YOUR RICH BRITSH ASS ONLINE lol",Abusive
Shit face fuck LEAVE ME DF ALONE,Abusive
"FUCK YOU YOU RED SCUMBAG 

FUCK YOU YOU RED SCUMBAG-WIKIPEDIA SUCKS",Abusive
savant13 is a fat shite,Abusive
And don't edit other ppl's comments dick; suck it up please,Abusive
"Suck my di_ck CU_NT

Block me you stupid cu_nt, you think I give a fuck? I've got plenty more IP addresses where that one came from you cu_nting dou_che bag. Get the fu_ck out of my face with your meaningless threats. No one gives a FU_CK what you 'block', because you're not really blocking anything but ONE of my many IP addresses.",Abusive
I can stick my huge penis in 's ass,Abusive
"uR gAY 

U LIKE DICK u FUCKING FAGGOT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",Abusive
"Do you need a verifiable source for that statement?  Check your own user page you fat, miserable balding fuck.",Abusive
"but nigga 

You gay nigga it's my userpage thing. fuck whites . nigga ass  Ǔ",Abusive
HEY TELLY FUCK YOU TOO.  Can't you morons understand?  Wikipedia is a joke and so are you.  GET IT?,Abusive
"fuck me, because I'm gay",Abusive
"You greatly enjoy it when when a large, long stick of feces enters your mouth 

NawlinWiki, that is disgusting.",Abusive
"YOU NEED A PUSSY, YOUR GEEK!",Abusive
"fucking getting none, I hope you choke,
There's a bed made in Milltown just for you",Abusive
"Governor of the Bank of Jamaica.Im jamaican and i know for a fact that Mr.latibeaudiere resigned on october 30 2009 please look it up 

fine keep your bullshit article because i know you know nothing about jamaica,nobody relies on wikipedia here because its full of impearlist assholes like you.up yours with best regards",Abusive
"Hey motherfucker... 

My acounts are called nicH whith an H NOT a K! Nich45 is obviously not banned because I am writing this message to you.  You never answered my question, Why is it bad to have sock puppet accounts? I think that you need to FUCK off! Seriously, why are you such an asshole to all of my accounts?  You should go and get a life, because you seem to be able to respond to my messages within minutes.  How about you go get a life, and then Fuck yourself!  So yeah, you go and report this as something bad and get my account blocked like the fag you are, and I'll come back with my next SOCKPUPPET account!  Sighned-",Abusive
i ilke giant dick in my ass,Abusive
I gave the source. Clearly you did not read it. Go back to school and learn to read since your dead mother never taught you anything and your wife who is a whore doesnt love you. You must be a mexican. better go back to mexico.,Abusive
I fucked your dad last night you fucking whore assed cunt.,Abusive
YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER!,Abusive
Human beings are basically fu*king idiots!!!,Abusive
"wah 

Some guy spammed you. Looks like I fucking saved your ass.",Abusive
"Don't like people calling you out on your bullshit? Cut off their tongues. 

http://en.wikipedia.org/wiki/Freedom_of_speech",Abusive
"bitch 

fuck you b***h",Abusive
"Grow some pubic hair while you're at it!

Take your cock out of your mouth so you can say something that makes sense!",Abusive
"oh she also told me she likes it from behind AND up the ass with pink fuzzy handcuffs so she can't touch her own clit. then she lovesssss it when i pull it out and whipe a nice brown sanchez all over her face and make big brown circles around her eyes, which are also shit color.",Abusive
"Fuck you!!! 

Go and buy some Andrex and wipe your rats ass/face (delete as appropriate). Fuck you!!!",Abusive
"""

Search my ass instead.  I read the correct Brit grammar after writing the talk, and deleted my talk above (Severe grammatical errors throughout article).  The fact that you undid my own talk article and called it """" an unconstructive edit"""" just goes to show what a joke you guys are.  Keep fighting the good fight though, for free of course!""",Abusive
"Damn!! 2 weeks? How will I outsmart clever cunts like you? Hmmm...
Crooked bastards. People will hopefully see the history and go see what a rubbish biased editor Ryulong is. Obsessed with INCEST...

see you guys on the next IP you cunts...",Abusive
"Up yours
Don't deleat my articles Bitch.",Abusive
"<-WHAT A FAGGOT, I'M GLAD HE'S DEAD!!!",Abusive
who the boofhead are you fuckwit telling me what to do. what a bitch - Bainyrues,Abusive
"Cunt Editing 

You should be added to the list I was creating, erg you are a cunt.",Abusive
""" 

just look at what this fucktard """"""""Future Perfect at Sunrise"""""""" gave me as a reason
he said I was banned
persistent disruptive editing: move-warring, copy-and-paste moves, personal attacks, tendentious editing

""""personal attacks"""" and who the fuck done a personal attack? I've never made a personal attack on here. and I have been in here for nearly 5 years and I only bash on u cause u son of bitch blocked me for no reason. 
"""" tendentious editing"""" is totally a false accusation. 
now fuck off """"Future Perfect at Sunrise"""" and ur henchman.
""",Abusive
"yo 

dear sir james paul

you a fruity ass nigga
get a LIFE man, unless your happy with editing wikipedia as your profession
feel bad for you, its probably hard livin' life without any friends",Abusive
"This guy is a fucking loser

Hey nerd, get a fucking life and stop editing shit out and warning me, who gave you the right?  Just because you have hours to waste online means you can boss ME around?  This website is useless as a resource because it can be edited, why be so damn anal.",Abusive
"_ 

yeesh, who crammed that bug up ur butt, and you know what i gotta say, fuck you",Abusive
Im not doing this GODDAMN!,Abusive
YOU THINK YOU CAN STOP ME? I HAVE PROXIES BITCH!!!!!1 78.145.156.74,Abusive
"you are gay 

you are fuckin",Abusive
"SPAM 

you've been spammed, idiot.",Abusive
